FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000148690.10.FRA10AC1.wgt.RDat	FRA10AC1	10	9.54e+07	9.55e+07	0.390	rs7902822	 3.65	rs11187596	-0.00140	 4.36	 0.9454	538	15	enet	 0.14219	3.33e-04	 2.7879	0.00531
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000173145.7.NOC3L.wgt.RDat	NOC3L	10	9.61e+07	9.61e+07	0.213	rs7088784	-3.10	rs17439123	 0.18362	 4.26	 1.7867	339	 3	lasso	 0.12255	8.54e-04	 1.8432	0.06530
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000119943.6.PYROXD2.wgt.RDat	PYROXD2	10	1.00e+08	1.00e+08	0.326	rs11189551	 2.99	rs7075655	 0.28172	 4.90	-0.6992	499	19	enet	 0.22209	6.11e-06	-0.7437	0.45704
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000095485.12.CWF19L1.wgt.RDat	CWF19L1	10	1.02e+08	1.02e+08	0.381	rs4274159	 2.74	rs10883447	 0.27722	 4.88	-0.0087	395	 3	lasso	 0.20038	1.87e-05	 0.0281	0.97762
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000196072.7.BLOC1S2.wgt.RDat	BLOC1S2	10	1.02e+08	1.02e+08	0.461	rs4274159	 2.74	rs7073610	-0.00350	-3.79	-0.3358	399	11	lasso	 0.04044	4.07e-02	-0.0714	0.94309
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000138111.10.TMEM180.wgt.RDat	TMEM180	10	1.04e+08	1.04e+08	0.212	rs11598856	-4.66	rs2274351	 0.19808	 4.44	 0.1858	339	 5	lasso	 0.12268	8.49e-04	 0.1956	0.84492
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000203886.4.CYP17A1-AS1.wgt.RDat	CYP17A1-AS1	10	1.05e+08	1.05e+08	0.336	rs9665587	 4.65	rs10786706	 0.09833	 4.02	-1.4018	337	10	lasso	 0.04981	2.61e-02	-1.9304	0.05355
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000221767.1.MIR1307.wgt.RDat	MIR1307	10	1.05e+08	1.05e+08	0.418	rs12413409	-3.05	rs11191642	 0.47918	 6.32	 0.9174	335	 6	lasso	 0.44698	7.43e-12	 0.8738	0.38221
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000165806.15.CASP7.wgt.RDat	CASP7	10	1.15e+08	1.15e+08	0.374	rs180950	 2.52	rs7912899	 0.05827	 4.08	 0.7826	609	28	enet	 0.07686	7.35e-03	 1.5771	0.11477
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000120008.11.WDR11.wgt.RDat	WDR11	10	1.23e+08	1.23e+08	0.380	rs12244077	-3.29	rs754869	 0.35716	-5.69	-0.6744	666	 8	lasso	 0.33333	1.24e-08	 0.4046	0.68576
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000271670.1.RP11-95I16.4.wgt.RDat	RP11-95I16.4	10	1.23e+08	1.23e+08	0.406	rs10788106	-3.21	rs2289336	 0.34234	-5.49	-0.9225	632	11	lasso	 0.33241	1.31e-08	 0.7456	0.45594
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000188690.8.UROS.wgt.RDat	UROS	10	1.27e+08	1.28e+08	0.470	rs11244501	 3.08	rs10901446	 0.27583	-5.04	 2.3115	582	 5	lasso	 0.28135	2.51e-07	-0.7469	0.45510
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000170430.9.MGMT.wgt.RDat	MGMT	10	1.31e+08	1.32e+08	0.460	rs1711650	 2.43	rs11016853	 0.08424	-4.49	 0.0800	749	46	enet	-0.00120	3.44e-01	-0.9543	0.33994
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000188385.7.JAKMIP3.wgt.RDat	JAKMIP3	10	1.34e+08	1.34e+08	0.308	rs6560690	-3.48	rs2818387	 0.23578	 4.86	 1.2097	481	 4	lasso	 0.24498	1.83e-06	 1.3767	0.16859
FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000185627.13.PSMD13.wgt.RDat	PSMD13	11	2.39e+05	2.53e+05	0.393	rs7935908	 4.46	rs7128029	 0.291791	 5.34	 0.2835	283	17	enet	 0.32728	1.78e-08	 0.656166	0.5117
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000142102.11.ATHL1.wgt.RDat	ATHL1	11	2.89e+05	2.96e+05	0.522	rs7935908	 4.46	rs2242566	 0.252088	 4.62	 0.0515	300	20	enet	 0.31495	3.68e-08	 0.989028	0.3226
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000255328.1.RP11-326C3.12.wgt.RDat	RP11-326C3.12	11	3.29e+05	3.30e+05	0.386	rs7935908	 4.46	rs9704354	 0.256967	 5.18	 1.4392	316	 4	lasso	 0.26109	7.66e-07	 1.590900	0.1116
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000177042.10.TMEM80.wgt.RDat	TMEM80	11	6.99e+05	7.05e+05	0.370	rs7935908	 4.46	rs4073591	 0.233811	 4.99	 0.2393	449	 3	lasso	 0.24740	1.60e-06	 1.056166	0.2909
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000177236.3.AP006621.1.wgt.RDat	AP006621.1	11	7.80e+05	7.81e+05	0.636	rs7935908	 4.46	rs12224894	 0.277304	 5.67	 1.7281	392	23	enet	 0.24168	2.18e-06	 1.980935	0.0476
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000177666.11.PNPLA2.wgt.RDat	PNPLA2	11	8.19e+05	8.26e+05	0.233	rs7935908	 4.46	rs7942159	-0.006723	 3.27	-1.0517	389	 9	lasso	-0.00341	3.95e-01	-1.495851	0.1347
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000167325.10.RRM1.wgt.RDat	RRM1	11	4.12e+06	4.16e+06	0.237	rs7924332	 2.53	rs10835719	 0.074315	 4.03	-1.2283	517	11	enet	 0.00312	2.67e-01	-1.658591	0.0972
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000166788.5.SAAL1.wgt.RDat	SAAL1	11	1.81e+07	1.81e+07	0.418	rs869108	-3.11	rs211105	 0.138772	-4.21	-0.6136	457	 6	lasso	 0.22529	5.17e-06	 1.734031	0.0829
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000060749.10.QSER1.wgt.RDat	QSER1	11	3.29e+07	3.30e+07	0.309	rs10742291	 2.97	rs10454479	 0.111068	-4.12	 2.4528	356	10	lasso	 0.07079	9.76e-03	-2.472050	0.0134
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000149089.8.APIP.wgt.RDat	APIP	11	3.49e+07	3.49e+07	0.545	rs16925781	 2.90	rs1117050	 0.472103	 6.22	 1.8151	705	42	enet	 0.55060	2.06e-15	 0.800113	0.4236
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000110455.9.ACCS.wgt.RDat	ACCS	11	4.41e+07	4.41e+07	0.430	rs2863104	-2.90	rs10838235	 0.221132	-5.06	-0.2759	534	 3	lasso	 0.15366	1.91e-04	-0.215593	0.8293
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000025434.14.NR1H3.wgt.RDat	NR1H3	11	4.73e+07	4.73e+07	0.251	rs11038990	-2.13	rs10501321	 0.175263	 4.18	-0.0579	296	 5	lasso	 0.09809	2.72e-03	-0.056135	0.9552
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000013725.10.CD6.wgt.RDat	CD6	11	6.07e+07	6.08e+07	0.374	rs2230356	 3.50	rs11230563	 0.255439	-4.78	-1.1795	391	 6	lasso	 0.22547	5.12e-06	 1.120141	0.2627
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000255118.1.RP11-703H8.7.wgt.RDat	RP11-703H8.7	11	6.21e+07	6.21e+07	0.517	rs2513044	 3.11	rs2513747	 0.204819	 5.47	-1.2059	405	 8	enet	 0.20217	1.70e-05	-1.089503	0.2759
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000162174.8.ASRGL1.wgt.RDat	ASRGL1	11	6.21e+07	6.22e+07	0.494	rs2513044	 3.11	rs2513071	 0.199611	 4.81	-1.0798	418	12	enet	 0.11150	1.44e-03	-0.917098	0.3591
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000255320.1.RP11-755F10.1.wgt.RDat	RP11-755F10.1	11	6.60e+07	6.60e+07	0.173	rs17494956	 3.92	rs2236652	 0.220437	 4.99	-1.1074	313	 1	lasso	 0.16923	8.89e-05	-1.107383	0.2681
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000213402.2.PTPRCAP.wgt.RDat	PTPRCAP	11	6.72e+07	6.72e+07	0.166	rs7952436	 3.20	rs10274	 0.208032	-4.48	-0.6000	222	 4	lasso	 0.19035	3.10e-05	 0.481105	0.6304
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000084207.11.GSTP1.wgt.RDat	GSTP1	11	6.74e+07	6.74e+07	0.287	rs7952436	 3.20	rs7938563	 0.280989	-5.02	 0.1111	238	 3	lasso	 0.25750	9.31e-07	-0.045484	0.9637
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000197345.8.MRPL21.wgt.RDat	MRPL21	11	6.87e+07	6.87e+07	0.455	rs2924689	 2.96	rs636049	 0.400628	-5.77	-0.3145	394	 4	lasso	 0.36818	1.46e-09	 0.384905	0.7003
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000254682.1.RP11-660L16.2.wgt.RDat	RP11-660L16.2	11	7.12e+07	7.12e+07	0.340	rs12806832	-3.23	rs12419334	 0.251412	-5.25	 0.0930	351	22	enet	 0.33069	1.46e-08	 0.816376	0.4143
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000214530.3.STARD10.wgt.RDat	STARD10	11	7.25e+07	7.25e+07	0.216	rs7929689	-2.78	rs3862794	 0.078571	 3.61	-0.0559	329	 7	lasso	 0.08962	4.04e-03	 0.122750	0.9023
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000166435.11.XRRA1.wgt.RDat	XRRA1	11	7.45e+07	7.47e+07	0.513	rs7939907	 2.78	rs2298746	 0.440539	 6.48	 1.0320	509	13	enet	 0.43788	1.42e-11	 0.681628	0.4955
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000241170.2.RP11-147I3.1.wgt.RDat	RP11-147I3.1	11	7.46e+07	7.46e+07	0.253	rs7939907	 2.78	rs7128739	 0.187673	-4.58	 0.8640	458	19	enet	 0.20026	1.88e-05	-0.447013	0.6549
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000272301.1.RP11-111M22.4.wgt.RDat	RP11-111M22.4	11	7.61e+07	7.61e+07	0.332	rs11820030	 2.51	rs2447949	-0.000139	-3.43	-0.0952	439	 6	lasso	 0.01482	1.43e-01	-0.121302	0.9035
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000020922.8.MRE11A.wgt.RDat	MRE11A	11	9.42e+07	9.42e+07	0.298	rs12417385	 3.08	rs535801	 0.266297	 5.17	-0.1557	466	 3	lasso	 0.24033	2.34e-06	-0.112563	0.9104
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000152402.6.GUCY1A2.wgt.RDat	GUCY1A2	11	1.07e+08	1.07e+08	0.297	rs1471046	 3.13	rs1455601	-0.002485	 4.38	 0.2885	576	24	enet	 0.00692	2.17e-01	 0.000199	0.9998
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000149292.12.TTC12.wgt.RDat	TTC12	11	1.13e+08	1.13e+08	0.679	rs2156485	 3.10	rs4438071	 0.262696	-5.47	-1.7611	535	15	lasso	 0.48094	6.06e-13	 0.340936	0.7332
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000270179.1.RP11-159N11.4.wgt.RDat	RP11-159N11.4	11	1.13e+08	1.13e+08	0.435	rs2156485	 3.10	rs12282356	 0.062595	 4.06	 1.8547	506	19	lasso	 0.02773	7.51e-02	 1.138824	0.2548
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000186166.4.CCDC84.wgt.RDat	CCDC84	11	1.19e+08	1.19e+08	0.191	rs583713	-4.47	rs3901422	 0.048978	 3.59	 0.1092	372	 6	lasso	 0.07296	8.82e-03	 0.870521	0.3840
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000196655.5.TRAPPC4.wgt.RDat	TRAPPC4	11	1.19e+08	1.19e+08	0.365	rs583713	-4.47	rs3916581	 0.151140	 4.64	 0.5809	372	 5	lasso	 0.16625	1.03e-04	 1.115367	0.2647
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000256269.2.HMBS.wgt.RDat	HMBS	11	1.19e+08	1.19e+08	0.217	rs583713	-4.47	rs1177563	 0.151576	 4.43	-0.0261	365	12	enet	 0.13721	4.23e-04	 0.443547	0.6574
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000150433.5.TMEM218.wgt.RDat	TMEM218	11	1.25e+08	1.25e+08	0.362	rs7932336	-2.48	rs601414	 0.046665	 3.47	 0.8220	478	 6	lasso	-0.00337	3.94e-01	 1.436760	0.1508
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000110074.6.FOXRED1.wgt.RDat	FOXRED1	11	1.26e+08	1.26e+08	0.459	rs534804	 2.34	rs530587	 0.057350	-4.34	-0.8615	634	 7	lasso	 0.12019	9.55e-04	 1.290884	0.1967
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000254905.1.RP11-712L6.7.wgt.RDat	RP11-712L6.7	11	1.26e+08	1.26e+08	0.365	NA	   NA	NA	       NA	   NA	     NA	629	 0	enet	-0.00489	4.35e-01	       NA	    NA
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000120451.6.SNX19.wgt.RDat	SNX19	11	1.31e+08	1.31e+08	0.321	rs2512653	-3.22	rs1050078	 0.037298	-4.75	-0.1538	646	 5	lasso	 0.12553	7.41e-04	-0.058794	0.9531
FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000111254.3.AKAP3.wgt.RDat	AKAP3	12	4.72e+06	4.76e+06	0.395	rs10774256	-3.20	rs979877	 0.25599	-5.34	-1.7440	693	 7	enet	0.1319	5.47e-04	 2.24619	0.0247
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000139192.7.TAPBPL.wgt.RDat	TAPBPL	12	6.56e+06	6.57e+06	0.449	rs12579603	-3.15	rs2243977	 0.31486	 5.46	 0.0082	403	 7	lasso	0.3226	2.35e-08	-0.24784	0.8043
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000182993.3.C12orf60.wgt.RDat	C12orf60	12	1.50e+07	1.51e+07	0.284	rs10772807	-3.48	rs2075268	 0.26673	 4.81	 2.3025	380	 4	lasso	0.1862	3.82e-05	 2.48093	0.0131
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000110900.10.TSPAN11.wgt.RDat	TSPAN11	12	3.11e+07	3.11e+07	0.280	rs10843820	-3.99	rs11051119	 0.21127	 4.63	 0.4886	499	 4	lasso	0.1386	3.96e-04	 0.32079	0.7484
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000013573.12.DDX11.wgt.RDat	DDX11	12	3.12e+07	3.13e+07	0.598	rs10843820	-3.99	rs6487970	 0.52508	-6.83	-0.3920	453	19	enet	0.5080	7.31e-14	 0.39958	0.6895
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000139624.8.CERS5.wgt.RDat	CERS5	12	5.05e+07	5.06e+07	0.194	rs7952734	 3.20	rs590460	 0.12242	-3.95	-1.6885	313	 8	lasso	0.1035	2.10e-03	 1.28980	0.1971
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000257303.1.RP11-977G19.11.wgt.RDat	RP11-977G19.11	12	5.67e+07	5.67e+07	0.325	rs2242295	 3.19	rs2695789	 0.20231	-5.29	 2.2523	254	 6	lasso	0.2283	4.41e-06	-2.16406	0.0305
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000123427.11.METTL21B.wgt.RDat	METTL21B	12	5.82e+07	5.82e+07	0.139	rs12368865	-3.08	rs10877013	 0.09910	 4.80	-0.2683	341	19	enet	0.2132	9.66e-06	-0.25811	0.7963
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000166896.3.XRCC6BP1.wgt.RDat	XRCC6BP1	12	5.83e+07	5.84e+07	0.459	rs12368865	-3.08	rs10877041	 0.27869	-4.95	-1.4463	413	 5	lasso	0.2231	5.79e-06	 0.95146	0.3414
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000127337.2.YEATS4.wgt.RDat	YEATS4	12	6.98e+07	6.98e+07	0.209	rs4075026	 3.25	rs12319536	-0.00357	 3.26	 2.0213	538	21	enet	0.0322	6.06e-02	 1.50582	0.1321
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000180481.6.GLIPR1L2.wgt.RDat	GLIPR1L2	12	7.58e+07	7.58e+07	0.571	rs1795669	-2.82	rs12369556	 0.45442	-6.83	 0.1653	490	 8	lasso	0.4847	4.55e-13	-0.11590	0.9077
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000257681.1.RP11-341G23.4.wgt.RDat	RP11-341G23.4	12	1.04e+08	1.04e+08	0.336	rs11111539	 2.19	rs831683	 0.01903	 3.65	-0.9718	612	49	enet	0.1191	1.01e-03	-0.00393	0.9969
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000111325.12.OGFOD2.wgt.RDat	OGFOD2	12	1.23e+08	1.23e+08	0.239	rs11060180	-9.33	rs1727309	 0.14263	 4.73	-1.5211	311	 4	lasso	0.1384	3.99e-04	-1.20918	0.2266
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000111364.11.DDX55.wgt.RDat	DDX55	12	1.24e+08	1.24e+08	0.374	rs12423255	-5.94	rs7306549	 0.04875	-3.76	 2.3966	373	20	enet	0.0280	7.43e-02	-1.89555	0.0580
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000256576.1.RP13-977J11.2.wgt.RDat	RP13-977J11.2	12	1.33e+08	1.33e+08	0.268	rs1882297	 3.78	rs10902506	 0.19367	-4.77	-1.1826	275	 6	enet	0.1166	1.13e-03	 1.39946	0.1617
FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000227879.2.PSPC1P1.wgt.RDat	PSPC1P1	13	19775777	19801572	0.431	NA	   NA	NA	      NA	   NA	    NA	334	 0	enet	 0.03200	6.11e-02	    NA	   NA
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000176268.5.CYCSP34.wgt.RDat	CYCSP34	13	41437735	41438038	0.254	rs1892548	-2.35	rs1536805	 0.09591	 3.84	-0.230	339	15	lasso	 0.11259	1.37e-03	 0.249	0.803
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000023516.7.AKAP11.wgt.RDat	AKAP11	13	42846289	42897396	0.359	rs1359314	-2.74	rs9533030	-0.00166	 3.63	-0.398	528	 9	lasso	-0.00402	4.11e-01	-0.461	0.645
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000120675.4.DNAJC15.wgt.RDat	DNAJC15	13	43597339	43683045	0.312	rs1359314	-2.74	rs1359182	 0.28751	-5.22	-1.431	623	 3	lasso	 0.23066	3.90e-06	 1.504	0.132
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000136104.14.RNASEH2B.wgt.RDat	RNASEH2B	13	51483814	51544592	0.394	rs973837	-2.89	rs9535526	 0.32505	-5.72	 0.645	541	11	enet	 0.32396	2.17e-08	-0.410	0.682
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000139675.10.HNRNPA1L2.wgt.RDat	HNRNPA1L2	13	53191605	53217919	0.196	rs471680	-2.82	rs4307828	 0.10435	-4.22	-1.170	422	 5	lasso	 0.11825	1.05e-03	 1.236	0.217
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000118939.13.UCHL3.wgt.RDat	UCHL3	13	76123619	76180085	0.431	rs7319334	-2.59	rs8181837	 0.05986	 3.41	-1.000	559	40	enet	 0.09989	2.50e-03	-1.133	0.257
FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000100461.13.RBM23.wgt.RDat	RBM23	14	2.34e+07	2.34e+07	0.296	rs3764164	-3.42	rs1043207	 0.0587	-4.30	-1.896	561	 5	lasso	0.150604	2.22e-04	 1.0415	0.298
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000157379.9.DHRS1.wgt.RDat	DHRS1	14	2.48e+07	2.48e+07	0.381	rs2273301	 2.94	rs12895335	 0.0296	-4.15	-0.348	484	 6	enet	0.016740	1.30e-01	 0.4994	0.618
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000205978.5.NYNRIN.wgt.RDat	NYNRIN	14	2.49e+07	2.49e+07	0.429	rs2273301	 2.94	rs941504	 0.0227	 3.87	-0.424	549	21	lasso	0.050276	2.56e-02	-0.0627	0.950
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Hypothalamus/GTEx.Brain_Hypothalamus.ENSG00000165502.6.RPL36AL.wgt.RDat	RPL36AL	14	5.01e+07	5.01e+07	0.325	rs2103889	-2.92	rs2985696	 0.1920	-5.29	-1.432	364	 6	enet	0.236376	2.89e-06	 1.4423	0.149
