FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000155957.12.TMBIM4.wgt.RDat	TMBIM4	12	6.65e+07	6.66e+07	0.268	rs10878469	 3.35	rs10878381	 0.23266	 4.83	 0.958	494	16	enet	 0.10764	8.26e-04	 0.9965	0.318999
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000127337.2.YEATS4.wgt.RDat	YEATS4	12	6.98e+07	6.98e+07	0.291	rs4075026	 3.25	rs6581889	 0.25008	-4.91	 0.291	538	 8	enet	 0.17033	2.58e-05	 0.4951	0.620553
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000253719.2.ATXN7L3B.wgt.RDat	ATXN7L3B	12	7.49e+07	7.49e+07	0.285	rs2641486	-2.46	rs11180037	 0.17310	 4.27	 0.657	335	 3	lasso	 0.11771	4.78e-04	 0.9452	0.344563
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000180481.6.GLIPR1L2.wgt.RDat	GLIPR1L2	12	7.58e+07	7.58e+07	0.604	rs1795669	-2.82	rs11180484	 0.59528	-7.51	 0.175	490	 3	lasso	 0.59944	8.59e-20	-0.1987	0.842536
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000175183.5.CSRP2.wgt.RDat	CSRP2	12	7.73e+07	7.73e+07	0.396	rs17813667	 2.88	rs11116211	 0.30246	 5.46	-0.766	470	 4	lasso	 0.28678	2.28e-08	-0.7930	0.427795
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000120798.12.NR2C1.wgt.RDat	NR2C1	12	9.54e+07	9.55e+07	0.502	rs7296742	-3.13	rs6538566	 0.02102	-3.08	 0.397	640	11	lasso	-0.00185	3.64e-01	-0.5826	0.560194
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000257681.1.RP11-341G23.4.wgt.RDat	RP11-341G23.4	12	1.04e+08	1.04e+08	0.482	rs11111539	 2.19	rs4981021	 0.17963	 4.94	-1.094	612	 7	lasso	 0.13080	2.34e-04	-1.0436	0.296682
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000139428.7.MMAB.wgt.RDat	MMAB	12	1.10e+08	1.10e+08	0.397	rs7968387	-4.20	rs7486178	 0.24292	-4.79	-0.897	427	16	enet	 0.28537	2.50e-08	 1.3380	0.180912
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000122965.6.RBM19.wgt.RDat	RBM19	12	1.14e+08	1.14e+08	0.266	rs2551394	 3.18	rs2075386	 0.19510	-5.11	 0.181	665	 7	lasso	 0.18715	9.87e-06	-0.2665	0.789871
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000257359.1.RP11-780K2.1.wgt.RDat	RP11-780K2.1	12	1.14e+08	1.14e+08	0.297	rs2551394	 3.18	rs4767170	 0.04183	 4.00	-0.238	613	39	enet	 0.10298	1.06e-03	-0.4867	0.626438
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000111725.6.PRKAB1.wgt.RDat	PRKAB1	12	1.20e+08	1.20e+08	0.583	rs17496224	 2.92	rs1918416	 0.05708	-3.69	 0.485	456	58	enet	 0.08378	2.98e-03	-1.1406	0.254051
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000256576.1.RP13-977J11.2.wgt.RDat	RP13-977J11.2	12	1.33e+08	1.33e+08	0.235	rs1882297	 3.78	rs6598203	-0.01038	 3.51	 0.608	275	15	enet	 0.00324	2.58e-01	 0.9774	0.328389
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000177084.12.POLE.wgt.RDat	POLE	12	1.33e+08	1.33e+08	0.306	rs1882297	 3.78	rs4883544	 0.28947	 5.70	 1.877	237	 7	lasso	 0.27737	4.17e-08	 1.8836	0.059620
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000176894.5.PXMP2.wgt.RDat	PXMP2	12	1.33e+08	1.33e+08	0.340	rs1882297	 3.78	rs5744841	 0.06939	 4.06	-0.309	238	 5	lasso	 0.04374	2.55e-02	-0.2395	0.810699
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000196458.6.ZNF605.wgt.RDat	ZNF605	12	1.33e+08	1.34e+08	0.237	rs1882297	 3.78	rs5744751	-0.00948	 3.36	-0.844	218	 8	lasso	-0.00254	3.83e-01	 0.0960	0.923512
FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000227879.2.PSPC1P1.wgt.RDat	PSPC1P1	13	19775777	19801572	0.402	rs17068084	 2.84	rs2774454	-0.00922	 4.12	-0.699	334	40	enet	0.07612	4.49e-03	-0.1940	0.8462
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000196199.9.MPHOSPH8.wgt.RDat	MPHOSPH8	13	20207788	20247599	0.232	rs1886176	 3.12	rs1542457	 0.09278	-4.04	-0.153	304	10	lasso	0.12178	3.83e-04	-0.5578	0.5770
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000127863.11.TNFRSF19.wgt.RDat	TNFRSF19	13	24144509	24250232	0.378	rs9507038	-3.55	rs9805786	-0.00943	 3.30	 1.570	816	13	enet	0.01416	1.32e-01	 0.3320	0.7399
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000132970.8.WASF3.wgt.RDat	WASF3	13	27131840	27263085	0.372	rs17071948	 2.55	rs523671	-0.00842	-3.49	-0.407	655	13	enet	0.06216	9.47e-03	 0.5676	0.5703
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000122034.8.GTF3A.wgt.RDat	GTF3A	13	27998681	28009329	0.379	rs9319399	 2.90	rs9554029	 0.02472	 3.48	-1.896	559	36	enet	0.01460	1.29e-01	-1.3955	0.1629
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000233588.1.CYP51P2.wgt.RDat	CYP51P2	13	29296523	29298158	0.264	rs11618540	 2.60	rs9508253	 0.13402	 4.17	 0.241	465	 4	lasso	0.13197	2.19e-04	 0.0105	0.9916
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000176268.5.CYCSP34.wgt.RDat	CYCSP34	13	41437735	41438038	0.199	rs1892548	-2.35	rs4254182	 0.03437	-3.85	-0.709	339	 6	lasso	0.11487	5.58e-04	-0.0427	0.9660
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000120675.4.DNAJC15.wgt.RDat	DNAJC15	13	43597339	43683045	0.462	rs1359314	-2.74	rs17553284	 0.32031	-5.98	-1.115	623	 8	lasso	0.37149	6.84e-11	 0.7279	0.4667
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000102547.14.CAB39L.wgt.RDat	CAB39L	13	49882786	49994611	0.255	rs7991335	-4.98	rs7336018	 0.02608	 3.71	 2.849	467	 4	lasso	0.00971	1.72e-01	 2.3428	0.0191
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000123179.9.EBPL.wgt.RDat	EBPL	13	50234859	50265611	0.252	rs7991335	-4.98	rs9596178	 0.10785	-4.20	 0.387	391	21	enet	0.10850	7.88e-04	 0.2844	0.7761
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000136104.14.RNASEH2B.wgt.RDat	RNASEH2B	13	51483814	51544592	0.493	rs973837	-2.89	rs9535526	 0.21692	-5.48	 0.645	541	 6	lasso	0.17911	1.57e-05	 0.1354	0.8923
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000136108.10.CKAP2.wgt.RDat	CKAP2	13	53029564	53050763	0.269	rs471680	-2.82	rs7987115	 0.17052	 5.29	 1.400	369	 2	lasso	0.19093	7.94e-06	 1.3742	0.1694
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000139675.10.HNRNPA1L2.wgt.RDat	HNRNPA1L2	13	53191605	53217919	0.206	rs471680	-2.82	rs4307828	 0.01738	-4.15	-1.170	422	 9	enet	0.03505	4.08e-02	 0.9925	0.3210
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000118939.13.UCHL3.wgt.RDat	UCHL3	13	76123619	76180085	0.420	rs7319334	-2.59	rs2296146	 0.37255	-5.92	 0.101	559	 2	lasso	0.34486	4.58e-10	-0.0995	0.9207
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000261105.1.RP11-173B14.5.wgt.RDat	RP11-173B14.5	13	76178836	76210130	0.261	rs7319334	-2.59	rs2296146	 0.32493	-5.53	 0.101	557	 3	lasso	0.28958	1.90e-08	-0.1772	0.8593
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000227354.2.RBM26-AS1.wgt.RDat	RBM26-AS1	13	79980444	79998463	0.362	rs1155848	-2.47	rs9574424	 0.35691	 5.84	-2.278	395	 1	lasso	0.34413	4.82e-10	-2.2783	0.0227
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000260992.1.DOCK9-AS2.wgt.RDat	DOCK9-AS2	13	99740073	99740879	0.240	rs11618396	 3.32	rs12430163	 0.04876	-4.04	-0.361	533	11	lasso	0.07516	4.72e-03	 0.0355	0.9717
FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000092094.6.OSGEP.wgt.RDat	OSGEP	14	2.09e+07	2.09e+07	0.596	rs1243631	 2.77	rs883037	 0.38342	-6.04	 0.5417	639	 8	lasso	 0.328404	1.43e-09	-0.744	0.4571
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000157326.14.DHRS4.wgt.RDat	DHRS4	14	2.44e+07	2.44e+07	0.465	rs2273301	 2.94	rs10483284	 0.05329	-4.15	-1.6594	482	 9	lasso	-0.002798	3.90e-01	 0.471	0.6377
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000187630.10.DHRS4L2.wgt.RDat	DHRS4L2	14	2.44e+07	2.45e+07	0.340	rs2273301	 2.94	rs8003491	 0.01712	-3.64	-0.7255	510	42	enet	 0.034416	4.23e-02	-0.332	0.7396
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000157379.9.DHRS1.wgt.RDat	DHRS1	14	2.48e+07	2.48e+07	0.386	rs2273301	 2.94	rs12895335	 0.21455	-4.88	-0.3478	484	21	enet	 0.241350	3.96e-07	-0.280	0.7795
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000203546.3.RP11-176H8.1.wgt.RDat	RP11-176H8.1	14	3.19e+07	3.19e+07	0.185	rs179736	 2.59	rs1888576	 0.18081	 4.68	 0.3793	302	 2	lasso	 0.165360	3.42e-05	 0.339	0.7347
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000182400.10.TRAPPC6B.wgt.RDat	TRAPPC6B	14	3.96e+07	3.96e+07	0.255	rs17109168	 2.99	rs8014813	-0.00984	 3.70	-1.7087	368	 7	enet	-0.000776	3.38e-01	-1.464	0.1431
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000125375.10.ATP5S.wgt.RDat	ATP5S	14	5.08e+07	5.08e+07	0.146	rs3783418	-3.57	rs2356243	 0.11928	 4.27	 1.7611	391	22	enet	 0.092647	1.85e-03	 2.443	0.0146
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000126790.7.L3HYPDH.wgt.RDat	L3HYPDH	14	5.99e+07	6.00e+07	0.246	rs2000074	 2.60	rs1268584	 0.16509	-5.04	 0.4561	468	24	enet	 0.144642	1.09e-04	-0.787	0.4315
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000100612.9.DHRS7.wgt.RDat	DHRS7	14	6.06e+07	6.06e+07	0.125	rs8016830	 2.99	rs441282	 0.12272	-4.00	 2.2333	291	 7	lasso	 0.108537	7.87e-04	-2.231	0.0257
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000100714.11.MTHFD1.wgt.RDat	MTHFD1	14	6.49e+07	6.49e+07	0.271	rs8011839	 2.49	rs4329843	 0.10527	-4.45	 0.2437	523	 3	lasso	 0.142171	1.25e-04	-0.599	0.5494
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000272909.1.CTD-2555O16.4.wgt.RDat	CTD-2555O16.4	14	6.49e+07	6.49e+07	0.172	rs8011839	 2.49	rs6573559	-0.00700	-3.54	 0.0244	483	 6	lasso	-0.004972	4.60e-01	-0.432	0.6656
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000258289.3.CHURC1.wgt.RDat	CHURC1	14	6.54e+07	6.54e+07	0.455	rs422574	-1.96	rs2296327	 0.20136	-5.34	-1.1714	480	 8	lasso	 0.334911	9.15e-10	 0.652	0.5144
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000184227.3.ACOT1.wgt.RDat	ACOT1	14	7.40e+07	7.40e+07	0.438	rs177387	-1.73	rs7151745	 0.06652	 4.02	 1.1404	335	47	enet	 0.046617	2.18e-02	 0.172	0.8633
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000119673.10.ACOT2.wgt.RDat	ACOT2	14	7.40e+07	7.40e+07	0.625	rs177387	-1.73	rs8015976	 0.27090	 5.14	-1.0992	344	13	lasso	 0.190110	8.32e-06	-1.314	0.1888
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000177465.4.ACOT4.wgt.RDat	ACOT4	14	7.41e+07	7.41e+07	0.169	rs177387	-1.73	rs7155613	 0.02018	 3.74	 0.3826	353	12	enet	 0.051805	1.65e-02	 1.153	0.2487
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000259065.1.RP5-1021I20.1.wgt.RDat	RP5-1021I20.1	14	7.43e+07	7.43e+07	0.325	rs17782269	 1.67	rs17182607	 0.19261	 4.94	 1.2956	376	27	enet	 0.337023	7.91e-10	 1.230	0.2186
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000259319.1.RP11-293M10.6.wgt.RDat	RP11-293M10.6	14	7.59e+07	7.59e+07	0.350	rs2359192	-3.44	rs3625	 0.08990	-3.97	-0.3063	414	32	enet	 0.047290	2.10e-02	 1.155	0.2482
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000063761.11.ADCK1.wgt.RDat	ADCK1	14	7.83e+07	7.84e+07	0.300	rs177216	 3.40	rs17106771	-0.00600	-3.66	-0.1221	694	 6	lasso	 0.010057	1.69e-01	 1.396	0.1628
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000042317.12.SPATA7.wgt.RDat	SPATA7	14	8.89e+07	8.89e+07	0.335	rs979812	 6.12	rs3179969	 0.27743	-5.54	 0.2650	504	 4	lasso	 0.242961	3.59e-07	-0.199	0.8422
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000090061.13.CCNK.wgt.RDat	CCNK	14	9.99e+07	1.00e+08	0.425	rs4900442	 3.25	rs11160560	 0.19513	 4.44	-0.4615	540	 7	lasso	 0.136408	1.72e-04	-0.824	0.4097
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000080823.17.MOK.wgt.RDat	MOK	14	1.03e+08	1.03e+08	0.176	rs4906253	-3.25	rs1307672	-0.00760	-3.21	 1.0979	335	15	enet	-0.008681	6.43e-01	-0.511	0.6094
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000259775.1.RP11-45P15.4.wgt.RDat	RP11-45P15.4	14	1.04e+08	1.04e+08	0.335	rs2296483	-2.80	rs12588499	 0.07124	-4.64	 0.3228	331	22	enet	 0.242667	3.65e-07	-0.210	0.8339
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000166170.9.BAG5.wgt.RDat	BAG5	14	1.04e+08	1.04e+08	0.312	rs743212	-3.04	rs11160778	 0.08779	 3.88	-0.4701	335	12	lasso	 0.053592	1.50e-02	-0.602	0.5469
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000269958.1.RP11-73M18.8.wgt.RDat	RP11-73M18.8	14	1.04e+08	1.04e+08	0.119	rs743212	-3.04	rs752624	 0.03209	-3.23	-2.6423	333	 4	lasso	 0.013288	1.39e-01	 1.626	0.1040
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000156414.14.TDRD9.wgt.RDat	TDRD9	14	1.04e+08	1.05e+08	0.227	rs4998586	 3.46	rs4900594	 0.01978	-3.43	 0.5126	358	 3	lasso	 0.054018	1.46e-02	-2.008	0.0447
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000183828.10.NUDT14.wgt.RDat	NUDT14	14	1.06e+08	1.06e+08	0.328	rs7156096	 3.43	rs11625862	 0.33192	-5.72	-2.6752	243	 8	enet	 0.326942	1.58e-09	 2.242	0.0250
FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000215302.4.CTD-3092A11.1.wgt.RDat	CTD-3092A11.1	15	3.08e+07	3.08e+07	0.258	rs16956341	 2.02	rs2046362	 0.03347	 3.79	-0.3357	148	11	enet	 0.24371	3.43e-07	 0.5626	0.573723
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000247728.2.RP11-932O9.7.wgt.RDat	RP11-932O9.7	15	3.09e+07	3.09e+07	0.189	rs2113945	-2.40	rs3964705	 0.06560	-3.98	 0.3106	189	14	enet	 0.12256	3.67e-04	-0.3689	0.712200
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000270015.1.RP11-540B6.6.wgt.RDat	RP11-540B6.6	15	3.12e+07	3.12e+07	0.199	rs17228178	-2.72	rs11070718	 0.08076	 3.83	 1.3017	318	 4	lasso	-0.00334	4.06e-01	-1.6964	0.089814
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000182117.4.NOP10.wgt.RDat	NOP10	15	3.46e+07	3.46e+07	0.514	rs8030094	 2.54	rs12591967	 0.22753	-5.47	 1.2320	433	13	lasso	 0.27826	3.94e-08	-1.8356	0.066416
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000137804.8.NUSAP1.wgt.RDat	NUSAP1	15	4.16e+07	4.17e+07	0.357	rs2297380	-4.93	rs8037574	 0.31460	 5.59	 2.0880	303	 6	lasso	 0.25718	1.49e-07	 2.3084	0.020977
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000137806.4.NDUFAF1.wgt.RDat	NDUFAF1	15	4.17e+07	4.17e+07	0.117	rs2297380	-4.93	rs316611	 0.11098	-4.30	 3.2313	295	 6	lasso	 0.10458	9.74e-04	-2.9647	0.003030
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000137877.8.SPTBN5.wgt.RDat	SPTBN5	15	4.21e+07	4.22e+07	0.369	rs2297380	-4.93	rs1672461	 0.21332	-4.63	-1.2261	423	 5	lasso	 0.27346	5.35e-08	 1.3441	0.178928
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000168803.10.ADAL.wgt.RDat	ADAL	15	4.36e+07	4.36e+07	0.281	rs7181079	 2.01	rs2242069	 0.16257	-4.09	-0.3399	259	 3	lasso	 0.13084	2.34e-04	 0.4828	0.629259
/array/dkia/eqtl/twas/expression_weights/GTEx/GTEx.Brain_Nucleus_accumbens_basal_ganglia/GTEx.Brain_Nucleus_accumbens_basal_ganglia.ENSG00000140265.8.ZSCAN29.wgt.RDat	ZSCAN29	15	4.37e+07	4.37e+07	0.148	rs7181079	 2.01	rs12912505	 0.04022	 3.63	 1.0429	262	19	enet	 0.07049	6.06e-03	 0.4306	0.666772
